IDA;Aire geographique;Signe FR;Signe UE;Produit
1286;Côtes du Rhône;AOC;AOP;Côtes du Rhône primeur ou nouveau rouge
1286;Côtes du Rhône;AOC;AOP;Côtes du Rhône rosé
1286;Côtes du Rhône;AOC;AOP;Côtes du Rhône rouge
;Côtes du Rhône Villages;AOC;AOP;Côtes Du Rhône Villages Beaumes-De-Venise Blanc
;Côtes du Rhône Villages;AOC;AOP;Côtes Du Rhône Villages Beaumes-De-Venise Rosé
1287;Côtes du Rhône Villages;AOC;AOP;Côtes du Rhône Villages blanc
;Côtes du Rhône Villages;AOC;AOP;Côtes Du Rhône Villages Cairanne Blanc
;Côtes du Rhône Villages;AOC;AOP;Côtes Du Rhône Villages Cairanne Rosé
;Côtes du Rhône Villages;AOC;AOP;Côtes Du Rhône Villages Cairanne Rouge
1290;Côtes du Rhône Villages Chusclan;AOC;AOP;Côtes du Rhône Villages Chusclan rosé
1290;Côtes du Rhône Villages Chusclan;AOC;AOP;Côtes du Rhône Villages Chusclan rouge
2340;Côtes du Rhône villages Gadagne;AOC;AOP;Côtes du Rhône Villages Gadagne
1291;Côtes du Rhône Villages Laudun;AOC;AOP;Côtes du Rhône Villages Laudun blanc
1291;Côtes du Rhône Villages Laudun;AOC;AOP;Côtes du Rhône Villages Laudun rosé
1291;Côtes du Rhône Villages Laudun;AOC;AOP;Côtes du Rhône Villages Laudun rouge
1623;Côtes du Rhône Villages Massif d'Uchaux;AOC;AOP;Côtes du Rhône Villages Massif d'Uchaux
1624;Côtes du Rhône Villages Plan de Dieu;AOC;AOP;Côtes du Rhône Villages Plan de Dieu
1625;Côtes du Rhône Villages Puyméras;AOC;AOP;Côtes du Rhône Villages Puyméras
;Côtes du Rhône Villages;AOC;AOP;Côtes Du Rhône Villages Rasteau Blanc
;Côtes du Rhône Villages;AOC;AOP;Côtes Du Rhône Villages Rasteau Rosé
;Côtes du Rhône Villages;AOC;AOP;Côtes Du Rhône Villages Rasteau Rouge
1293;Côtes du Rhône Villages Roaix;AOC;AOP;Côtes du Rhône Villages Roaix blanc
1293;Côtes du Rhône Villages Roaix;AOC;AOP;Côtes du Rhône Villages Roaix rosé
1293;Côtes du Rhône Villages Roaix;AOC;AOP;Côtes du Rhône Villages Roaix rouge
1294;Côtes du Rhône Villages Rochegude;AOC;AOP;Côtes du Rhône Villages Rochegude blanc
1294;Côtes du Rhône Villages Rochegude;AOC;AOP;Côtes du Rhône Villages Rochegude rosé
1294;Côtes du Rhône Villages Rochegude;AOC;AOP;Côtes du Rhône Villages Rochegude rouge
1287;Côtes du Rhône Villages;AOC;AOP;Côtes du Rhône Villages rosé
1295;Côtes du Rhône Villages Rousset-les-Vignes;AOC;AOP;Côtes du Rhône Villages Rousset-les-Vignes blanc
1295;Côtes du Rhône Villages Rousset-les-Vignes;AOC;AOP;Côtes du Rhône Villages Rousset-les-Vignes rosé
1295;Côtes du Rhône Villages Rousset-les-Vignes;AOC;AOP;Côtes du Rhône Villages Rousset-les-Vignes rouge
1296;Côtes du Rhône Villages Sablet;AOC;AOP;Côtes du Rhône Villages Sablet blanc
1296;Côtes du Rhône Villages Sablet;AOC;AOP;Côtes du Rhône Villages Sablet rosé
1296;Côtes du Rhône Villages Sablet;AOC;AOP;Côtes du Rhône Villages Sablet rouge
1297;Côtes du Rhône Villages Saint-Gervais;AOC;AOP;Côtes du Rhône Villages Saint-Gervais blanc
1297;Côtes du Rhône Villages Saint-Gervais;AOC;AOP;Côtes du Rhône Villages Saint-Gervais rosé
1297;Côtes du Rhône Villages Saint-Gervais;AOC;AOP;Côtes du Rhône Villages Saint-Gervais rouge
1298;Côtes du Rhône Villages Saint-Maurice;AOC;AOP;Côtes du Rhône Villages Saint-Maurice blanc
1298;Côtes du Rhône Villages Saint-Maurice;AOC;AOP;Côtes du Rhône Villages Saint-Maurice rosé
1298;Côtes du Rhône Villages Saint-Maurice;AOC;AOP;Côtes du Rhône Villages Saint-Maurice rouge
1299;Côtes du Rhône Villages Saint-Pantaléon-les-Vignes;AOC;AOP;Côtes du Rhône Villages Saint-Pantaléon-les-Vignes blanc
1299;Côtes du Rhône Villages Saint-Pantaléon-les-Vignes;AOC;AOP;Côtes du Rhône Villages Saint-Pantaléon-les-Vignes rosé
1299;Côtes du Rhône Villages Saint-Pantaléon-les-Vignes;AOC;AOP;Côtes du Rhône Villages Saint-Pantaléon-les-Vignes rouge
;Côtes du Rhône Villages;AOC;AOP;Côtes Du Rhône Villages Sainte-Cécile Rouge
1300;Côtes du Rhône Villages Séguret;AOC;AOP;Côtes du Rhône Villages Séguret blanc
1300;Côtes du Rhône Villages Séguret;AOC;AOP;Côtes du Rhône Villages Séguret rosé
1300;Côtes du Rhône Villages Séguret;AOC;AOP;Côtes du Rhône Villages Séguret rouge
1626;Côtes du Rhône Villages Signargues;AOC;AOP;Côtes du Rhône Villages Signargues
;Côtes du Rhône Villages;AOC;AOP;Côtes Du Rhône Villages Suze-La-Rousse Rouge
;Côtes du Rhône Villages;AOC;AOP;Côtes Du Rhône Villages Vaison-La-Romaine Rouge
1301;Côtes du Rhône Villages Valréas;AOC;AOP;Côtes du Rhône Villages Valréas blanc
1301;Côtes du Rhône Villages Valréas;AOC;AOP;Côtes du Rhône Villages Valréas rosé
1301;Côtes du Rhône Villages Valréas;AOC;AOP;Côtes du Rhône Villages Valréas rouge
;Côtes du Rhône Villages;AOC;AOP;Côtes Du Rhône Villages Vinsobres Blanc
;Côtes du Rhône Villages;AOC;AOP;Côtes Du Rhône Villages Vinsobres Rosé
1303;Côtes du Rhône Villages Visan;AOC;AOP;Côtes du Rhône Villages Visan blanc
1303;Côtes du Rhône Villages Visan;AOC;AOP;Côtes du Rhône Villages Visan rosé
1303;Côtes du Rhône Villages Visan;AOC;AOP;Côtes du Rhône Villages Visan rouge
1266;Côtes du Roussillon;AOC;AOP;Côtes du Roussillon blanc
1605;Côtes du Roussillon Les Aspres;AOC;AOP;Côtes du Roussillon Les Aspres
1266;Côtes du Roussillon;AOC;AOP;Côtes du Roussillon nouveau ou primeur blanc
1266;Côtes du Roussillon;AOC;AOP;Côtes du Roussillon nouveau ou primeur rosé
1266;Côtes du Roussillon;AOC;AOP;Côtes du Roussillon nouveau ou primeur rouge
1266;Côtes du Roussillon;AOC;AOP;Côtes du Roussillon rosé
1266;Côtes du Roussillon;AOC;AOP;Côtes du Roussillon rouge
1267;Côtes du Roussillon Villages;AOC;AOP;Côtes du Roussillon Villages
1268;Côtes du Roussillon Villages Caramany;AOC;AOP;Côtes du Roussillon Villages Caramany
1269;Côtes du Roussillon Villages Latour-de-France;AOC;AOP;Côtes du Roussillon Villages Latour-de-France
1270;Côtes du Roussillon Villages Lesquerde;AOC;AOP;Côtes du Roussillon Villages Lesquerde
1271;Côtes du Roussillon Villages Tautavel;AOC;AOP;Côtes du Roussillon Villages Tautavel
2071;Côtes du Tarn;;IGP;Côtes du Tarn blanc
2071;Côtes du Tarn;;IGP;Côtes du Tarn Blanc Surmûri
2326;Côtes du Tarn Cabanes;;IGP;Côtes du Tarn Cabanes blanc
2326;Côtes du Tarn Cabanes;;IGP;Côtes du Tarn Cabanes primeur ou nouveau blanc
2326;Côtes du Tarn Cabanes;;IGP;Côtes du Tarn Cabanes primeur ou nouveau rosé
2326;Côtes du Tarn Cabanes;;IGP;Côtes du Tarn Cabanes primeur ou nouveau rouge
2326;Côtes du Tarn Cabanes;;IGP;Côtes du Tarn Cabanes rosé
2326;Côtes du Tarn Cabanes;;IGP;Côtes du Tarn Cabanes rouge
2326;Côtes du Tarn Cabanes;;IGP;Côtes du Tarn Cabanes surmûri blanc
2327;Côtes du Tarn Cunac;;IGP;Côtes du Tarn Cunac blanc
2327;Côtes du Tarn Cunac;;IGP;Côtes du Tarn Cunac primeur ou nouveau blanc
2327;Côtes du Tarn Cunac;;IGP;Côtes du Tarn Cunac primeur ou nouveau rosé
2327;Côtes du Tarn Cunac;;IGP;Côtes du Tarn Cunac primeur ou nouveau rouge
2327;Côtes du Tarn Cunac;;IGP;Côtes du Tarn Cunac rosé
2327;Côtes du Tarn Cunac;;IGP;Côtes du Tarn Cunac rouge
2327;Côtes du Tarn Cunac;;IGP;Côtes du Tarn Cunac surmûri blanc
2071;Côtes du Tarn;;IGP;Côtes du Tarn primeur ou nouveau blanc
2071;Côtes du Tarn;;IGP;Côtes du Tarn primeur ou nouveau rosé
2071;Côtes du Tarn;;IGP;Côtes du Tarn primeur ou nouveau rouge
2071;Côtes du Tarn;;IGP;Côtes du Tarn rosé
2071;Côtes du Tarn;;IGP;Côtes du Tarn rouge
;Côtes Du Vidourle;;IGP;Côtes Du Vidourle Blanc
;Côtes Du Vidourle;;IGP;Côtes Du Vidourle Rosé
;Côtes Du Vidourle;;IGP;Côtes Du Vidourle Rouge
1314;Côtes du Vivarais;AOC;AOP;Côtes du Vivarais blanc
;Côtes du Vivarais;AOC;AOP;Côtes Du Vivarais Orgnac Blanc
;Côtes du Vivarais;AOC;AOP;Côtes Du Vivarais Orgnac Rosé
;Côtes du Vivarais;AOC;AOP;Côtes Du Vivarais Orgnac Rouge
1314;Côtes du Vivarais;AOC;AOP;Côtes du Vivarais rosé
1314;Côtes du Vivarais;AOC;AOP;Côtes du Vivarais rouge
;Côtes du Vivarais;AOC;AOP;Côtes Du Vivarais Saint-Montant Blanc
;Côtes du Vivarais;AOC;AOP;Côtes Du Vivarais Saint-Montant Rosé
;Côtes du Vivarais;AOC;AOP;Côtes Du Vivarais Saint-Montant Rouge
;Côtes du Vivarais;AOC;AOP;Côtes Du Vivarais Saint-Remèze Blanc
;Côtes du Vivarais;AOC;AOP;Côtes Du Vivarais Saint-Remèze Rosé
;Côtes du Vivarais;AOC;AOP;Côtes Du Vivarais Saint-Remèze Rouge
2407;Coulée de Serrant;AOC;AOP;Coulée de Serrant
;Coulée de Serrant;AOC;AOP;Coulée de Serrant doux
;Coulée de Serrant;AOC;AOP;Coulée de Serrant moelleux
2407;Coulée de Serrant;AOC;AOP;Coulée de Serrant moelleux ou doux
177;Cour-Cheverny;AOC;AOP;Cour-Cheverny
2181;Crémant d'Alsace;AOC;AOP;Crémant d'Alsace blanc
2181;Crémant d'Alsace;AOC;AOP;Crémant d'Alsace blanc Auxerrois
2181;Crémant d'Alsace;AOC;AOP;Crémant d'Alsace blanc Chardonnay
2181;Crémant d'Alsace;AOC;AOP;Crémant d'Alsace blanc Pinot blanc
2181;Crémant d'Alsace;AOC;AOP;Crémant d'Alsace blanc Pinot gris
2181;Crémant d'Alsace;AOC;AOP;Crémant d'Alsace blanc Pinot noir
2181;Crémant d'Alsace;AOC;AOP;Crémant d'Alsace blanc Riesling
2181;Crémant d'Alsace;AOC;AOP;Crémant d'Alsace rosé
1886;Crémant de Bordeaux;AOC;AOP;Crémant de Bordeaux blanc
1886;Crémant de Bordeaux;AOC;AOP;Crémant de Bordeaux rosé
2399;Crémant de Bourgogne;AOC;AOP;Crémant de Bourgogne blanc
2399;Crémant de Bourgogne;AOC;AOP;Crémant de Bourgogne rosé
1871;Crémant de Die;AOC;AOP;Crémant de Die
1870;Crémant de Limoux;AOC;AOP;Crémant de Limoux blanc
1870;Crémant de Limoux;AOC;AOP;Crémant de Limoux rosé
178;Crémant de Loire;AOC;AOP;Crémant de Loire blanc
178;Crémant de Loire;AOC;AOP;Crémant de Loire rosé
2398;Crémant du Jura;AOC;AOP;Crémant du Jura blanc
2398;Crémant du Jura;AOC;AOP;Crémant du Jura rosé
;Creuse;;IGP;Creuse Blanc
;Creuse;;IGP;Creuse Rosé
;Creuse;;IGP;Creuse Rouge
520;Criots-Bâtard-Montrachet;AOC;AOP;Criots-Bâtard-Montrachet
1306;Crozes-Hermitage;AOC;AOP;Crozes-Hermitage ou Crozes-Ermitage blanc
1306;Crozes-Hermitage;AOC;AOP;Crozes-Hermitage ou Crozes-Ermitage rouge
;Val de Loire;;IGP;Deux-Sèvres Blanc
;Val de Loire;;IGP;Deux-Sèvres Rosé
;Val de Loire;;IGP;Deux-Sèvres Rouge
1363;Domfront;AOC;AOP;Domfront
2006;Drôme;;IGP;Drôme blanc
2227;Drôme Comté de Grignan;;IGP;Drôme Comté de Grignan blanc
2227;Drôme Comté de Grignan;;IGP;Drôme Comté de Grignan mousseux de qualité blanc
2227;Drôme Comté de Grignan;;IGP;Drôme Comté de Grignan mousseux de qualité rosé
2227;Drôme Comté de Grignan;;IGP;Drôme Comté de Grignan mousseux de qualité rouge
2227;Drôme Comté de Grignan;;IGP;Drôme Comté de Grignan primeur ou nouveau blanc
2227;Drôme Comté de Grignan;;IGP;Drôme Comté de Grignan primeur ou nouveau rosé
2227;Drôme Comté de Grignan;;IGP;Drôme Comté de Grignan primeur ou nouveau rouge
2227;Drôme Comté de Grignan;;IGP;Drôme Comté de Grignan rosé
2227;Drôme Comté de Grignan;;IGP;Drôme Comté de Grignan rouge
2228;Drôme Coteaux de Montélimar;;IGP;Drôme Coteaux de Montélimar blanc
2228;Drôme Coteaux de Montélimar;;IGP;Drôme Coteaux de Montélimar mousseux de qualité blanc
2228;Drôme Coteaux de Montélimar;;IGP;Drôme Coteaux de Montélimar mousseux de qualité rosé
2228;Drôme Coteaux de Montélimar;;IGP;Drôme Coteaux de Montélimar mousseux de qualité rouge
2228;Drôme Coteaux de Montélimar;;IGP;Drôme Coteaux de Montélimar primeur ou nouveau blanc
2228;Drôme Coteaux de Montélimar;;IGP;Drôme Coteaux de Montélimar primeur ou nouveau rosé
2228;Drôme Coteaux de Montélimar;;IGP;Drôme Coteaux de Montélimar primeur ou nouveau rouge
2228;Drôme Coteaux de Montélimar;;IGP;Drôme Coteaux de Montélimar rosé
2228;Drôme Coteaux de Montélimar;;IGP;Drôme Coteaux de Montélimar rouge
2006;Drôme;;IGP;Drôme mousseux de qualité blanc
2006;Drôme;;IGP;Drôme mousseux de qualité rosé
2006;Drôme;;IGP;Drôme mousseux de qualité rouge
2006;Drôme;;IGP;Drôme primeur ou nouveau blanc
2006;Drôme;;IGP;Drôme primeur ou nouveau rosé
2006;Drôme;;IGP;Drôme primeur ou nouveau rouge
2006;Drôme;;IGP;Drôme rosé
2006;Drôme;;IGP;Drôme rouge
1836;Duché d'Uzès;AOC;;Duché d'Uzès blanc
1836;Duché d'Uzès;AOC;;Duché d'Uzès rosé
1836;Duché d'Uzès;AOC;;Duché d'Uzès rouge
2187;Echezeaux;AOC;AOP;Echezeaux
2141;Entraygues - Le Fel;AOC;AOP;Entraygues - Le Fel blanc
2141;Entraygues - Le Fel;AOC;AOP;Entraygues - Le Fel rosé
2141;Entraygues - Le Fel;AOC;AOP;Entraygues - Le Fel rouge
81;Entre-deux-Mers;AOC;AOP;Entre-deux-Mers
82;Entre-deux-Mers Haut-Benauge;AOC;AOP;Entre-deux-Mers Haut-Benauge
1348;Cognac ou Eau-de-vie de Cognac ou Eau-de-vie des Charentes;AOC;IG - ;ESPRIT DE COGNAC
2142;Estaing;AOC;AOP;Estaing blanc
2142;Estaing;AOC;AOP;Estaing rosé
2142;Estaing;AOC;AOP;Estaing rouge
1272;Faugères;AOC;AOP;Faugères blanc
1272;Faugères;AOC;AOP;Faugères rosé
1272;Faugères;AOC;AOP;Faugères rouge
2176;Fiefs Vendéens Brem;AOC;AOP;Fiefs Vendéens Brem blanc
2176;Fiefs Vendéens Brem;AOC;AOP;Fiefs Vendéens Brem rosé
2176;Fiefs Vendéens Brem;AOC;AOP;Fiefs Vendéens Brem rouge
2180;Fiefs VendéensáChantonnay;AOC;AOP;Fiefs Vendéens Chantonnay blanc
2180;Fiefs VendéensáChantonnay;AOC;AOP;Fiefs Vendéens Chantonnay rosé
2180;Fiefs VendéensáChantonnay;AOC;AOP;Fiefs Vendéens Chantonnay rouge
2177;Fiefs Vendéens Mareuil;AOC;AOP;Fiefs Vendéens Mareuil blanc
2177;Fiefs Vendéens Mareuil;AOC;AOP;Fiefs Vendéens Mareuil rosé
2177;Fiefs Vendéens Mareuil;AOC;AOP;Fiefs Vendéens Mareuil rouge
2178;Fiefs Vendéens Pissotte;AOC;AOP;Fiefs Vendéens Pissotte blanc
2178;Fiefs Vendéens Pissotte;AOC;AOP;Fiefs Vendéens Pissotte rosé
2178;Fiefs Vendéens Pissotte;AOC;AOP;Fiefs Vendéens Pissotte rouge
2179;Fiefs Vendéens Vix;AOC;AOP;Fiefs Vendéens Vix blanc
2179;Fiefs Vendéens Vix;AOC;AOP;Fiefs Vendéens Vix rosé
2179;Fiefs Vendéens Vix;AOC;AOP;Fiefs Vendéens Vix rouge
1637;Figue de Solliès;AOC;AOP;Figue de Solliès
1595;Fin Gras du Mézenc;AOC;AOP;Fin Gras du Mézenc
1422;Fine Bordeaux;AOR -;IG - ;Fine Bordeaux
1947;Fine de Bourgogne;AOC;IG - ;Fine de Bourgogne
2387;Fine Faugères ou Eau-de-vie de Faugères;AOR -;IG - ;Fine Faugères ou Eau-de-vie de Faugères
1273;Fitou;AOC;AOP;Fitou
522;Fixin;AOC;AOP;Fixin blanc
523;Fixin premier cru Arvelets;AOC;AOP;Fixin premier cru Arvelets blanc
523;Fixin premier cru Arvelets;AOC;AOP;Fixin premier cru Arvelets rouge
;Fixin premier cru;AOC;AOP;Fixin Premier Cru Aux Cheusots Blanc
;Fixin premier cru;AOC;AOP;Fixin Premier Cru Aux Cheusots Rouge
528;Fixin premier cru;AOC;AOP;Fixin premier cru blanc
525;Fixin premier cru Clos de la Perrière;AOC;AOP;Fixin premier cru Clos de la Perrière blanc
525;Fixin premier cru Clos de la Perrière;AOC;AOP;Fixin premier cru Clos de la Perrière rouge
526;Fixin premier cru Clos du Chapitre;AOC;AOP;Fixin premier cru Clos du Chapitre blanc
526;Fixin premier cru Clos du Chapitre;AOC;AOP;Fixin premier cru Clos du Chapitre rouge
524;Fixin premier cru Clos Napoléon;AOC;AOP;Fixin premier cru Clos Napoléon blanc
524;Fixin premier cru Clos Napoléon;AOC;AOP;Fixin premier cru Clos Napoléon rouge
;Fixin premier cru;AOC;AOP;Fixin Premier Cru En Suchot Blanc
;Fixin premier cru;AOC;AOP;Fixin Premier Cru En Suchot Rouge
527;Fixin premier cru Hervelets;AOC;AOP;Fixin premier cru Hervelets blanc
527;Fixin premier cru Hervelets;AOC;AOP;Fixin premier cru Hervelets rouge
;Fixin premier cru;AOC;AOP;Fixin Premier Cru La Perrière Blanc
;Fixin premier cru;AOC;AOP;Fixin Premier Cru La Perrière Rouge
;Fixin premier cru;AOC;AOP;Fixin Premier Cru Le Village Blanc
;Fixin premier cru;AOC;AOP;Fixin Premier Cru Le Village Rouge
;Fixin premier cru;AOC;AOP;Fixin Premier Cru Les Arvelets Blanc
;Fixin premier cru;AOC;AOP;Fixin Premier Cru Les Arvelets Rouge
;Fixin premier cru;AOC;AOP;Fixin Premier Cru Les Hervelets Blanc
;Fixin premier cru;AOC;AOP;Fixin Premier Cru Les Hervelets Rouge
2220;Fixin premier cru Les Meix Bas;AOC;AOP;Fixin premier cru Les Meix Bas blanc
2220;Fixin premier cru Les Meix Bas;AOC;AOP;Fixin premier cru Les Meix Bas rouge
;Fixin premier cru;AOC;AOP;Fixin Premier Cru Queue De Hareng Blanc
;Fixin premier cru;AOC;AOP;Fixin Premier Cru Queue De Hareng Rouge
528;Fixin premier cru;AOC;AOP;Fixin premier cru rouge
522;Fixin;AOC;AOP;Fixin rouge
529;Fleurie;AOC;AOP;Fleurie
;Fleurie;AOC;AOP;Fleurie Champagne
;Fleurie;AOC;AOP;Fleurie Grille-Midi
;Fleurie;AOC;AOP;Fleurie La Chapelle Des Bois
;Fleurie;AOC;AOP;Fleurie La Joie Du Palais
;Fleurie;AOC;AOP;Fleurie La Madone
;Fleurie;AOC;AOP;Fleurie La Roilette
;Fleurie;AOC;AOP;Fleurie Le Bon Cru
;Fleurie;AOC;AOP;Fleurie Les Côtes
;Fleurie;AOC;AOP;Fleurie Les Garants
;Fleurie;AOC;AOP;Fleurie Les Moriers
;Fleurie;AOC;AOP;Fleurie Les Roches
;Fleurie;AOC;AOP;Fleurie Montgenas
;Fleurie;AOC;AOP;Fleurie Poncié
1347;Floc de Gascogne;AOC;AOP;Floc de Gascogne blanc
1347;Floc de Gascogne;AOC;AOP;Floc de Gascogne rosé
1505;Foin de Crau;AOC;AOP;Foin de Crau
1469;Fourme d'Ambert;AOC;AOP;Fourme d'Ambert
1494;Fourme de Montbrison;AOC;AOP;Fourme de Montbrison
1592;Fraise du Périgord;;IGP;Fraise du Périgord
1837;Fraises de Nîmes;;IGP;Fraises de Nîmes
2362;Framboise d'Alsace;;IG - ;Framboise d'Alsace
2218;Franche-Comté;;IGP;Franche-Comté blanc
2229;Franche-Comté Buffard;;IGP;Franche-Comté Buffard blanc
2229;Franche-Comté Buffard;;IGP;Franche-Comté Buffard mousseux de qualité blanc
2229;Franche-Comté Buffard;;IGP;Franche-Comté Buffard mousseux de qualité rosé
2229;Franche-Comté Buffard;;IGP;Franche-Comté Buffard mousseux de qualité rouge
2229;Franche-Comté Buffard;;IGP;Franche-Comté Buffard primeur ou nouveau blanc
2229;Franche-Comté Buffard;;IGP;Franche-Comté Buffard primeur ou nouveau rosé
2229;Franche-Comté Buffard;;IGP;Franche-Comté Buffard primeur ou nouveau rouge
2229;Franche-Comté Buffard;;IGP;Franche-Comté Buffard rosé
2229;Franche-Comté Buffard;;IGP;Franche-Comté Buffard rouge
2230;Franche-Comté Coteaux de Champlitte;;IGP;Franche-Comté Coteaux de Champlitte blanc
2230;Franche-Comté Coteaux de Champlitte;;IGP;Franche-Comté Coteaux de Champlitte mousseux de qualité blanc
2230;Franche-Comté Coteaux de Champlitte;;IGP;Franche-Comté Coteaux de Champlitte mousseux de qualité rosé
2230;Franche-Comté Coteaux de Champlitte;;IGP;Franche-Comté Coteaux de Champlitte mousseux de qualité rouge
2230;Franche-Comté Coteaux de Champlitte;;IGP;Franche-Comté Coteaux de Champlitte primeur ou nouveau blanc
2230;Franche-Comté Coteaux de Champlitte;;IGP;Franche-Comté Coteaux de Champlitte primeur ou nouveau rosé
2230;Franche-Comté Coteaux de Champlitte;;IGP;Franche-Comté Coteaux de Champlitte primeur ou nouveau rouge
2230;Franche-Comté Coteaux de Champlitte;;IGP;Franche-Comté Coteaux de Champlitte rosé
2230;Franche-Comté Coteaux de Champlitte;;IGP;Franche-Comté Coteaux de Champlitte rouge
2231;Franche-Comté Doubs;;IGP;Franche-Comté Doubs blanc
2231;Franche-Comté Doubs;;IGP;Franche-Comté Doubs mousseux de qualité blanc
2231;Franche-Comté Doubs;;IGP;Franche-Comté Doubs mousseux de qualité rosé
2231;Franche-Comté Doubs;;IGP;Franche-Comté Doubs mousseux de qualité rouge
2231;Franche-Comté Doubs;;IGP;Franche-Comté Doubs primeur ou nouveau blanc
2231;Franche-Comté Doubs;;IGP;Franche-Comté Doubs primeur ou nouveau rosé
2231;Franche-Comté Doubs;;IGP;Franche-Comté Doubs primeur ou nouveau rouge
2231;Franche-Comté Doubs;;IGP;Franche-Comté Doubs rosé
2231;Franche-Comté Doubs;;IGP;Franche-Comté Doubs rouge
2232;Franche-Comté Gy;;IGP;Franche-Comté Gy blanc
2232;Franche-Comté Gy;;IGP;Franche-Comté Gy mousseux de qualité blanc
2232;Franche-Comté Gy;;IGP;Franche-Comté Gy mousseux de qualité rosé
2232;Franche-Comté Gy;;IGP;Franche-Comté Gy mousseux de qualité rouge
2232;Franche-Comté Gy;;IGP;Franche-Comté Gy primeur ou nouveau blanc
2232;Franche-Comté Gy;;IGP;Franche-Comté Gy primeur ou nouveau rosé
2232;Franche-Comté Gy;;IGP;Franche-Comté Gy primeur ou nouveau rouge
2232;Franche-Comté Gy;;IGP;Franche-Comté Gy rosé
2232;Franche-Comté Gy;;IGP;Franche-Comté Gy rouge
2233;Franche-Comté Haute-Saône;;IGP;Franche-Comté Haute-Saône blanc
2233;Franche-Comté Haute-Saône;;IGP;Franche-Comté Haute-Saône mousseux de qualité blanc
2233;Franche-Comté Haute-Saône;;IGP;Franche-Comté Haute-Saône mousseux de qualité rosé
2233;Franche-Comté Haute-Saône;;IGP;Franche-Comté Haute-Saône mousseux de qualité rouge
2233;Franche-Comté Haute-Saône;;IGP;Franche-Comté Haute-Saône primeur ou nouveau blanc
2233;Franche-Comté Haute-Saône;;IGP;Franche-Comté Haute-Saône primeur ou nouveau rosé
2233;Franche-Comté Haute-Saône;;IGP;Franche-Comté Haute-Saône primeur ou nouveau rouge
2233;Franche-Comté Haute-Saône;;IGP;Franche-Comté Haute-Saône rosé
2233;Franche-Comté Haute-Saône;;IGP;Franche-Comté Haute-Saône rouge
2234;Franche-Comté Hugier;;IGP;Franche-Comté Hugier blanc
2234;Franche-Comté Hugier;;IGP;Franche-Comté Hugier mousseux de qualité blanc
2234;Franche-Comté Hugier;;IGP;Franche-Comté Hugier mousseux de qualité rosé
2234;Franche-Comté Hugier;;IGP;Franche-Comté Hugier mousseux de qualité rouge
2234;Franche-Comté Hugier;;IGP;Franche-Comté Hugier primeur ou nouveau blanc
2234;Franche-Comté Hugier;;IGP;Franche-Comté Hugier primeur ou nouveau rosé
2234;Franche-Comté Hugier;;IGP;Franche-Comté Hugier primeur ou nouveau rouge
2234;Franche-Comté Hugier;;IGP;Franche-Comté Hugier rosé
2234;Franche-Comté Hugier;;IGP;Franche-Comté Hugier rouge
2235;Franche-Comté Motey-Besuche;;IGP;Franche-Comté Motey-Besuche blanc
2235;Franche-Comté Motey-Besuche;;IGP;Franche-Comté Motey-Besuche mousseux de qualité blanc
2235;Franche-Comté Motey-Besuche;;IGP;Franche-Comté Motey-Besuche mousseux de qualité rosé
2235;Franche-Comté Motey-Besuche;;IGP;Franche-Comté Motey-Besuche mousseux de qualité rouge
2235;Franche-Comté Motey-Besuche;;IGP;Franche-Comté Motey-Besuche primeur ou nouveau blanc
2235;Franche-Comté Motey-Besuche;;IGP;Franche-Comté Motey-Besuche primeur ou nouveau rosé
2235;Franche-Comté Motey-Besuche;;IGP;Franche-Comté Motey-Besuche primeur ou nouveau rouge
2235;Franche-Comté Motey-Besuche;;IGP;Franche-Comté Motey-Besuche rosé
2235;Franche-Comté Motey-Besuche;;IGP;Franche-Comté Motey-Besuche rouge
2218;Franche-Comté;;IGP;Franche-Comté mousseux de qualité blanc
2218;Franche-Comté;;IGP;Franche-Comté mousseux de qualité rosé
2218;Franche-Comté;;IGP;Franche-Comté mousseux de qualité rouge
2236;Franche-Comté Offlanges;;IGP;Franche-Comté Offlanges blanc
2236;Franche-Comté Offlanges;;IGP;Franche-Comté Offlanges mousseux de qualité blanc
2236;Franche-Comté Offlanges;;IGP;Franche-Comté Offlanges mousseux de qualité rosé
2236;Franche-Comté Offlanges;;IGP;Franche-Comté Offlanges mousseux de qualité rouge
2236;Franche-Comté Offlanges;;IGP;Franche-Comté Offlanges primeur ou nouveau blanc
2236;Franche-Comté Offlanges;;IGP;Franche-Comté Offlanges primeur ou nouveau rosé
2236;Franche-Comté Offlanges;;IGP;Franche-Comté Offlanges primeur ou nouveau rouge
2236;Franche-Comté Offlanges;;IGP;Franche-Comté Offlanges rosé
2236;Franche-Comté Offlanges;;IGP;Franche-Comté Offlanges rouge
2218;Franche-Comté;;IGP;Franche-Comté primeur ou nouveau blanc
2218;Franche-Comté;;IGP;Franche-Comté primeur ou nouveau rosé
2218;Franche-Comté;;IGP;Franche-Comté primeur ou nouveau rouge
2218;Franche-Comté;;IGP;Franche-Comté rosé
2218;Franche-Comté;;IGP;Franche-Comté rouge
2237;Franche-Comté Vuillafans blanc;;IGP;Franche-Comté Vuillafans blanc
2237;Franche-Comté Vuillafans blanc;;IGP;Franche-Comté Vuillafans mousseux de qualité blanc
2237;Franche-Comté Vuillafans blanc;;IGP;Franche-Comté Vuillafans mousseux de qualité rosé
