Code INSEE;Code Postal;Commune
54076;54360;BLAINVILLE-SUR-L'EAU
80616;80190;PARGNY
3204;3500;PARAY-SOUS-BRIAILLES
79290;79160;SAINT-POMPAIN
13076;13750;PLAN-D'ORGON
33436;33125;SAINT-MAGNE
27260;27210;FOULBEC
68366;68320;WICKERSCHWIHR
51556;51320;SOUDRON
73005;73340;AILLON-LE-VIEUX
61170;61200;FLEURE
74076;74330;CHOISY
17143;17100;LE DOUHET
14268;14190;FIERVILLE-BRAY
35026;35750;BLERUAIS
48194;48220;VIALAS
76303;76430;GOMMERVILLE
87185;87420;SAINT-VICTURNIEN
62422;62111;HEBUTERNE
61081;61500;CHAILLOUE
66104;66500;LOS MASOS
8457;8090;TOURNES
24465;24400;SAINT-MICHEL-DE-DOUBLE
88372;88110;RAON-L'ETAPE
35155;35550;LOHEAC
70005;70110;AILLEVANS
46294;46160;SAINT-SULPICE
50520;50260;SAINT-MARTIN-LE-HEBERT
41110;41320;LANGON
85267;85450;SAINTE-RADEGONDE-DES-NOYERS
76571;76750;SAINTE-CROIX-SUR-BUCHY
24391;24310;SAINT-CREPIN-DE-RICHEMONT
14562;14750;SAINT-AUBIN-SUR-MER
34323;34800;VALMASCLE
50431;50570;REMILLY-SUR-LOZON
14439;14230;MONFREVILLE
35200;35130;MOUTIERS
94001;94480;ABLON-SUR-SEINE
79284;79220;SAINTE-OUENNE
1257;1200;MONTANGES
38064;38110;CESSIEU
46007;46090;ARCAMBAL
16258;16250;PERIGNAC
88234;88240;HARSAULT
46241;46300;ROUFFILHAC
27434;27560;NOARDS
60352;60240;LATTAINVILLE
12073;12120;COMPS-LA-GRAND-VILLE
19072;19270;DONZENAC
39050;39800;BESAIN
80199;80200;CLERY-SUR-SOMME
70381;70000;NEUREY-LES-LA-DEMIE
8410;8400;SEMIDE
65186;65370;GAUDENT
52007;52110;AMBONVILLE
47165;47180;MEILHAN-SUR-GARONNE
42118;42470;LAY
26294;26260;SAINT-BARDOUX
30114;30250;FONTANES
30053;30190;BRIGNON
57673;57380;THONVILLE
3177;3470;MONETAY-SUR-LOIRE
73288;73000;SONNAZ
7139;7530;LAVIOLLE
17381;17400;SAINT-PARDOULT
80215;80135;COULONVILLERS
72197;72240;MEZIERES-SOUS-LAVARDIN
80130;80540;BOVELLES
73034;73270;BEAUFORT
9316;9500;TROYE-D'ARIEGE
23192;23290;SAINT-ETIENNE-DE-FURSAC
88484;88220;UZEMAIN
50646;50260;LE VRETOT
86300;86170;YVERSAY
89024;89000;AUXERRE
30270;30140;SAINT-JEAN-DU-PIN
56002;56190;AMBON
7200;7560;LE ROUX
7134;7110;LAURAC-EN-VIVARAIS
61498;61130;VAUNOISE
35338;35370;TORCE
59227;59179;FENAIN
57220;57580;FLOCOURT
16016;16500;ANSAC-SUR-VIENNE
67080;67120;DACHSTEIN
88488;88270;VALFROICOURT
86233;86300;VALDIVIENNE
40191;40500;MONTAUT
2145;2300;CAUMONT
67560;67270;ZOEBERSDORF
50036;50500;BAUPTE
62551;62990;MARENLA
94018;94220;CHARENTON-LE-PONT
70227;70310;FAUCOGNEY-ET-LA-MER
42089;42600;ESSERTINES-EN-CHATELNEUF
47063;47330;CAVARC
47212;47700;POUSSIGNAC
58276;58360;SEMELAY
50127;50480;CHEF-DU-PONT
1004;1500;AMBERIEU-EN-BUGEY
11427;11300;VILLELONGUE-D'AUDE
33522;33400;TALENCE
27288;27290;GLOS-SUR-RISLE
16248;16140;ORADOUR
8322;8090;NEUVILLE-LES-THIS
19027;19170;BONNEFOND
76332;76440;GRUMESNIL
19217;19500;SAINT-JULIEN-MAUMONT
25615;25310;VILLARS-LES-BLAMONT
14178;14340;CORBON
55025;55700;BAALON
55424;55800;REMENNECOURT
55322;55190;MARSON-SUR-BARBOURE
69092;69400;GLEIZE
86224;86230;SAINT-GERVAIS-LES-TROIS-CLOCHERS
54360;54200;MENIL-LA-TOUR
31215;31590;GAURE
21148;21170;CHARREY-SUR-SAONE
33125;33250;CISSAC-MEDOC
73149;73170;LUCEY
59487;59320;RADINGHEM-EN-WEPPES
25394;25260;MONTENOIS
54260;54300;HERIMENIL
57089;57230;BITCHE
11414;11220;VILLAR-EN-VAL
60449;60190;NEUFVY-SUR-ARONDE
23036;23320;BUSSIERE-DUNOISE
53193;53170;RUILLE-FROID-FONDS
24340;24130;PRIGONRIEUX
46120;46250;GINDOU
71495;71250;SALORNAY-SUR-GUYE
70430;70120;LA QUARTE
16224;16300;MONTCHAUDE
25057;25200;BETHONCOURT
59518;59530;RUESNES
64186;64190;CHARRE
50414;50810;PRECORBIN
60094;60141;BOURSONNE
8357;8450;REMILLY-AILLICOURT
5027;5100;CERVIERES
17193;17220;LA JARNE
82077;82220;LABARTHE
14341;14123;IFS
67461;67390;SCHWOBSHEIM
62850;62770;VIEIL-HESDIN
40043;40170;BIAS
50209;50330;GONNEVILLE
28294;28700;OYSONVILLE
67070;67260;BURBACH
76148;76660;BURES-EN-BRAY
46081;46330;CREGOLS
43148;43230;PAULHAGUET
26335;26770;SALLES-SOUS-BOIS
25191;25420;DAMPIERRE-SUR-LE-DOUBS
76524;76560;REUVILLE
11191;11330;LAROQUE-DE-FA
70043;70100;AUVET-ET-LA-CHAPELOTTE
26299;26150;SAINTE-CROIX
35170;35450;MECE
21597;21220;SEGROIS
51625;51310;VILLENEUVE-LA-LIONNE
58023;58190;BAZOCHES
31054;31290;BEAUTEVILLE
2717;2240;SERY-LES-MEZIERES
60072;60350;BITRY
5056;5260;FOREST-SAINT-JULIEN
45298;45750;SAINT-PRYVE-SAINT-MESMIN
71564;71120;VENDENESSE-LES-CHAROLLES
31493;31350;SAINT-LARY-BOUJEAN
42175;42110;POUILLY-LES-FEURS
50227;50310;LE HAM
76046;76116;AUZOUVILLE-SUR-RY
19144;19210;MONTGIBAUD
69217;69870;SAINT-JUST-D'AVRAY
89456;89140;VILLEMANOCHE
1091;1200;CHATILLON-EN-MICHAILLE
35316;35390;SAINT-SULPICE-DES-LANDES
40004;40150;ANGRESSE
65437;65300;TAJAN
47151;47120;LOUBES-BERNAC
59611;59237;VERLINGHEM
2B328;20270;TOX
50311;50450;LE MESNIL-GARNIER
17215;17500;LUSSAC
9143;9220;ILLIER-ET-LARAMADE
8346;8000;PRIX-LES-MEZIERES
46112;46090;FRANCOULES
25374;25410;MERCEY-LE-GRAND
24543;24400;SOURZAC
27425;27550;NASSANDRES
14454;14790;MOUEN
52548;52310;VRAINCOURT
59410;59370;MONS-EN-BAROEUL
59033;59620;AULNOYE-AYMERIES
39268;39110;IVREY
38323;38480;PRESSINS
65329;65150;NISTOS
86095;86130;DISSAY
87022;87300;BREUILAUFA
65308;65220;MAZEROLLES
28368;28250;LA SAUCELLE
38538;38420;LE VERSOUD
49181;49700;LOUERRE
11108;11240;LA COURTETE
83090;83190;OLLIOULES
66137;66480;LE PERTHUS
25388;25200;MONTBELIARD
73107;73670;ENTREMONT-LE-VIEUX
43198;43510;SAINT-JEAN-LACHALM
80231;80360;CURLU
39051;39290;BIARNE
97216;97225;LE MARIGOT
32347;32390;ROQUEFORT
49236;49560;PASSAVANT-SUR-LAYON
57183;57810;DONNELAY
27680;27390;VERNEUSSES
69153;69250;POLEYMIEUX-AU-MONT-D'OR
43102;43200;GRAZAC
90003;90170;ANJOUTEY
15057;15150;CROS-DE-MONTVERT
2016;2800;ANDELAIN
55132;55170;COUSANCES-LES-FORGES
31131;31160;CAZAUNOUS
97207;97224;DUCOS
97302;97300;CAYENNE
12149;12550;MONTCLAR
52006;52130;ALLICHAMPS
2647;2110;RIBEAUVILLE
61327;61360;PERVENCHERES
71459;71640;SAINT-MARTIN-SOUS-MONTAIGU
33001;33230;ABZAC
39196;39230;LES DEUX-FAYS
11258;11120;MOUSSAN
18186;18120;PREUILLY
8269;8370;MALANDRY
90080;90150;PHAFFANS
24316;24410;PARCOUL
27346;27440;HOUVILLE-EN-VEXIN
78356;78114;MAGNY-LES-HAMEAUX
1442;1260;VIEU
89415;89200;THORY
34221;34150;PUECHABON
90063;90100;LEBETAIN
32285;32320;MONTESQUIOU
50551;50390;SAINT-SAUVEUR-LE-VICOMTE
6124;6260;SAINT-LEGER
67263;67510;LEMBACH
23079;23500;FELLETIN
69293;69580;SATHONAY-VILLAGE
62085;62123;BASSEUX
24055;24310;BOURDEILLES
10265;10420;LES NOES-PRES-TROYES
60258;60310;FRESNIERES
7097;7300;GLUN
17147;17770;ECOYEUX
64416;64190;NAVARRENX
16226;16330;MONTIGNAC-CHARENTE
14739;14114;VER-SUR-MER
76242;76220;ERNEMONT-LA-VILLETTE
62693;62150;REBREUVE-RANCHICOURT
28143;28270;ESCORPAIN
95101;95710;BRAY-ET-LU
18077;18140;COUY
15208;15140;SAINT-PROJET-DE-SALERS
62667;62480;LE PORTEL
86060;86170;CHARRAIS
73181;73600;MOUTIERS
55163;55160;DONCOURT-AUX-TEMPLIERS
61158;61600;FAVEROLLES
24253;24340;MAREUIL
1069;1240;CERTINES
24471;24200;SAINTE-NATHALENE
74063;74390;CHATEL
88311;88240;MONTMOTIER
6132;6540;SAORGE
18237;18500;SAINTE-THORETTE
24058;24600;BOURG-DU-BOST
81045;81170;LES CABANNES
27198;27240;DAMVILLE
37238;37600;SAINT-SENOCH
29048;29510;EDERN
35335;35134;THOURIE
12271;12310;SEVERAC-L'EGLISE
69109;69430;LANTIGNIE
80680;80170;ROSIERES-EN-SANTERRE
79089;79600;LE CHILLOU
41176;41300;PIERREFITTE-SUR-SAULDRE
62556;62170;MARLES-SUR-CANCHE
29273;29250;SANTEC
24498;24470;SAINT-SAUD-LACOUSSIERE
44007;44460;AVESSAC
69141;69440;MORNANT
13093;13610;SAINT-ESTEVE-JANSON
39418;39800;PICARREAU
49182;49700;LOURESSE-ROCHEMENIER
11401;11350;TUCHAN
79316;79800;SOUDAN
38267;38260;MOTTIER
28032;28150;BEAUVILLIERS
73173;73870;MONTRICHER-ALBANNE
70328;70200;MALBOUHANS
67181;67117;HANDSCHUHEIM
28036;28260;BERCHERES-SUR-VESGRE
47072;47370;COURBIAC
43084;43370;CUSSAC-SUR-LOIRE
30115;30580;FONTARECHES
78444;78980;NEAUPHLETTE
93071;93270;SEVRAN
90099;90300;VALDOIE
54342;54790;MANCIEULLES
38429;38650;SAINT-MICHEL-LES-PORTES
4177;4380;HAUTES-DUYES
21012;21400;AMPILLY-LE-SEC
33006;33390;ANGLADE
71296;71390;MESSEY-SUR-GROSNE
37125;37120;LEMERE
70581;70200;VY-LES-LURE
21084;21690;SOURCE-SEINE
59458;59273;PERONNE-EN-MELANTOIS
43003;43270;ALLEGRE
71386;71440;SAINT-ANDRE-EN-BRESSE
52310;52320;MARBEVILLE
79056;79290;BRION-PRES-THOUET
10389;10140;UNIENVILLE
62606;62840;NEUVE-CHAPELLE
39192;39130;DENEZIERES
84120;84390;SAINT-TRINIT
42065;42110;CIVENS
43247;43450;TORSIAC
53050;53270;CHAMMES
41152;41210;MONTRIEUX-EN-SOLOGNE
89416;89520;THURY
29044;29150;DINEAULT
39198;39100;DOLE
18239;18800;SALIGNY-LE-VIF
53122;53160;JUBLAINS
71207;71270;FRETTERANS
80630;80290;POIX-DE-PICARDIE
19020;19390;BEAUMONT
2587;2840;PARFONDRU
23050;23160;LA CHAPELLE-BALOUE
7119;7470;LE LAC-D'ISSARLES
70121;70400;CHAMPEY
14294;14540;GARCELLES-SECQUEVILLE
80240;80200;DOINGT
58110;58800;EPIRY
65454;65140;TROULEY-LABARTHE
62088;62380;BAYENGHEM-LES-SENINGHEM
62847;62113;VERQUIGNEUL
47291;47150;LA SAUVETAT-SUR-LEDE
2408;2000;LAON
67105;67320;DRULINGEN
80679;80740;RONSSOY
22247;22450;POMMERIT-JAUDY
58043;58420;BUSSY-LA-PESLE
2403;2120;LANDIFAY-ET-BERTAIGNEMONT
72143;72150;LE GRAND-LUCE
89083;89113;CHARBUY
68060;68520;BURNHAUPT-LE-HAUT
91093;91470;BOULLAY-LES-TROUX
72012;72170;ASSE-LE-RIBOUL
14724;14390;VARAVILLE
11165;11500;GINOLES
27136;27120;CHAIGNES
9012;9250;APPY
65241;65130;LABORDE
68109;68140;GRIESBACH-AU-VAL
31221;31110;GOUAUX-DE-LARBOUST
70395;70110;OPPENANS
79346;79170;LE VERT
60361;60240;LIANCOURT-SAINT-PIERRE
39575;39230;LE VILLEY
32467;32200;SAINT-CAPRAIS
54136;54800;CONFLANS-EN-JARNISY
21027;21380;ASNIERES-LES-DIJON
57168;57370;DANNE-ET-QUATRE-VENTS
50230;50690;HARDINVAST
25335;25190;LIEBVILLERS
76260;76220;FERRIERES-EN-BRAY
61007;61430;ATHIS-DE-L'ORNE
71480;71510;SAINT-SERNIN-DU-PLAIN
28334;28200;SAINT-DENIS-LES-PONTS
50299;50580;LE MESNIL
23051;23250;LA CHAPELLE-SAINT-MARTIAL
61146;61700;DOMPIERRE
58007;58450;ANNAY
35136;35150;JANZE
33230;33620;LAPOUYADE
38405;38134;SAINT-JOSEPH-DE-RIVIERE
71186;71350;ECUELLES
70286;70150;HUGIER
13078;13230;PORT-SAINT-LOUIS-DU-RHONE
55497;55220;LES SOUHESMES-RAMPONT
53080;53250;COUPTRAIN
33058;33390;BLAYE
8170;8200;FLEIGNEUX
47102;47600;FRANCESCAS
53162;53100;MOULAY
89343;89120;SAINT-DENIS-SUR-OUANNE
36118;36500;MEOBECQ
18236;18190;SAINT-SYMPHORIEN
88347;88270;PIERREFITTE
8098;8250;CHAMPIGNEULLE
65407;65370;SARP
36214;36160;SAZERAY
91204;91540;ECHARCON
75101;75001;PARIS-1ER-ARRONDISSEMENT
51345;51270;MAREUIL-EN-BRIE
33177;33340;GAILLAN-EN-MEDOC
33250;33190;LOUBENS
21053;21310;BEAUMONT-SUR-VINGEANNE
61311;61190;NORMANDEL
71299;71960;MILLY-LAMARTINE
50039;50420;BEAUCOUDRAY
57577;57230;REYERSVILLER
14174;14110;CONDE-SUR-NOIREAU
1212;1560;LESCHEROUX
76747;76110;VIRVILLE
86246;86310;SAINT-SAVIN
1169;1090;GENOUILLEUX
55193;55110;FORGES-SUR-MEUSE
63351;63470;SAINT-GERMAIN-PRES-HERMENT
46298;46600;SARRAZAC
35124;35390;GRAND-FOUGERAY
32303;32230;PALLANNE
54219;54110;GELLENONCOURT
16307;16230;SAINT-CIERS-SUR-BONNIEURE
22074;22320;LE HAUT-CORLAY
3036;3160;BOURBON-L'ARCHAMBAULT
50023;50500;AUVERS
37185;37530;POCE-SUR-CISSE
87028;87320;BUSSIERE-POITEVINE
71318;71470;MONTPONT-EN-BRESSE
65291;65100;LUGAGNAN
33206;33640;ISLE-SAINT-GEORGES
65218;65250;HECHES
39236;39230;FRANCHEVILLE
47097;47230;FEUGAROLLES
63322;63360;SAINT-BEAUZIRE
28351;28170;SAINT-MAIXME-HAUTERIVE
70435;70280;RADDON-ET-CHAPENDU
38318;38780;PONT-EVEQUE
61321;61250;PACE
21490;21450;POISEUL-LA-VILLE-ET-LAPERRIERE
2015;2600;ANCIENVILLE
41289;41240;VILLERMAIN
39454;39230;RECANOZ
57567;57320;REMELFANG
41045;41150;CHAUMONT-SUR-LOIRE
71054;71350;BRAGNY-SUR-SAONE
78417;78790;MONTCHAUVET
73247;73250;SAINT-JEAN-DE-LA-PORTE
64280;64260;IZESTE
62166;62550;BOURS
31235;31440;GURAN
59048;59554;BANTIGNY
21032;21340;AUBIGNY-LA-RONCE
15190;15400;SAINT-HIPPOLYTE
51049;51130;BERGERES-LES-VERTUS
55350;55140;MONTIGNY-LES-VAUCOULEURS
26193;26570;MONTBRUN-LES-BAINS
9124;9130;LE FOSSAT
60594;60380;SAINT-QUENTIN-DES-PRES
56118;56570;LOCMIQUELIC
51402;51310;NEUVY
41267;41400;VALLIERES-LES-GRANDES
2141;2260;LA CAPELLE
25264;25250;GEMONVAL
27185;27110;CRESTOT
50433;50760;REVILLE
7142;7660;LESPERON
87036;87230;CHAMPSAC
87085;87000/87100/87280;LIMOGES
46165;46500;LAVERGNE
11199;11290;LAVALETTE
3190;3000;MOULINS
54150;54670;CUSTINES
64466;64190;RIVEHAUTE
3135;3450;LALIZOLLE
11378;11220;SERVIES-EN-VAL
72147;72380;LA GUIERCHE
44095;44520;LA MEILLERAYE-DE-BRETAGNE
62331;62223;FEUCHY
8020;8390;LES PETITES-ARMOISES
23010;23210;AUGERES
1425;1160;LA TRANCLIERE
39303;39320;LOUVENNE
65340;65800;ORLEIX
54601;54370;XURES
5023;5100;BRIANCON
56171;56220;PLUHERLIN
24022;24150;BADEFOLS-SUR-DORDOGNE
39124;39230;CHAUMERGY
2229;2820;COURTRIZY-ET-FUSSIGNY
22058;22210;LA FERRIERE
57764;57330;ZOUFFTGEN
53056;53950;LA CHAPELLE-ANTHENAISE
66191;66360;SANSA
85196;85250;SAINT-ANDRE-GOULE-D'OIE
23082;23320;FLEURAT
65400;65400;SALLES
19029;19500;BRANCEILLES
17458;17500;VANZAC
2124;2240;BRISSY-HAMEGICOURT
44025;44750;CAMPBON
77370;77167;POLIGNY
57080;57635;BICKENHOLTZ
74062;74370;CHARVONNEX
79219;79210;PRIAIRES
12110;12140;GOLINHAC
12150;12200;MONTEILS
7301;7410;SAINT-VICTOR
80174;80500;LE CARDONNOIS
64487;64120;SAINT-JUST-IBARRE
72369;72360;VERNEIL-LE-CHETIF
58313;58420;VITRY-LACHE
1042;1290;BEY
26318;26510;SAINT-MAY
28045;28500;BOISSY-EN-DROUAIS
60378;60490;MAREST-SUR-MATZ
39119;39230;LE CHATELEY
73090;73630;LA COMPOTE
14176;14540;CONTEVILLE
8106;8600;CHARNOIS
68113;68970;GUEMAR
62459;62270;HOUVIN-HOUVIGNEUL
28412;28150;VILLEAU
2B124;20227;GHISONI
14244;14700;ERAINES
37003;37400;AMBOISE
24082;24200;CARSAC-AILLAC
24008;24270;ANGOISSE
49252;49600;LE PUISET-DORE
68223;68380;MUHLBACH-SUR-MUNSTER
33213;33650;LA BREDE
10004;10700;ALLIBAUDIERES
57752;57915;WOUSTVILLER
14271;14123;FLEURY-SUR-ORNE
23013;23700;AUZANCES
63271;63290;PASLIERES
87188;87700;SAINT-YRIEIX-SOUS-AIXE
44100;44690;MONNIERES
46293;46200;SAINT-SOZY
78010;78580;LES ALLUETS-LE-ROI
80411;80800;LE HAMEL
62292;62380;ELNES
63270;63500;PARENTIGNAT
31094;31660;BUZET-SUR-TARN
87044;87600;CHERONNAC
4007;4170;ANGLES
25525;25160;SAINT-POINT-LAC
2A181;20117;OCANA
1418;1120;THIL
67540;67590;WINTERSHOUSE
79119;79160;FENIOUX
42116;42430;JURE
53142;53250;MADRE
62890;62770;WILLEMAN
21609;21110;SOIRANS
71530;71360;SULLY
76334;76730;GUEURES
88169;88600;FAYS
10283;10500;PEL-ET-DER
60079;60440;BOISSY-FRESNOY
71389;71140;SAINT-AUBIN-SUR-LOIRE
79063;79290;CERSAY
63461;63350;VINZELLES
12249;12370;SAINT-SEVER-DU-MOUSTIER
28066;28160;BULLOU
80800;80140;VILLERS-CAMPSART
3030;3800;BIOZAT
65398;65370;SALECHAN
4203;4140;SELONNET
44033;44260;LA CHAPELLE-LAUNAY
62534;62380;LUMBRES
11054;11400;LES BRUNELS
54198;54150;FLEVILLE-LIXIERES
33457;33210;SAINT-PARDON-DE-CONQUES
52245;52700;HUMBERVILLE
21709;21500;VISERNY
67404;67690;RITTERSHOFFEN
71159;71460;CULLES-LES-ROCHES
39475;39160;SAINT-AMOUR
73253;73600;SAINT-MARCEL
63284;63430;PONT-DU-CHATEAU
16143;16410;FOUQUEBRUNE
52453;52200;SAINT-MAURICE
73075;73110;LA CHAPELLE-BLANCHE
67558;67110;ZINSWILLER
21272;21140;FLEE
48182;48170;SAINT-SAUVEUR-DE-GINESTOUX
80812;80240;VRAIGNES-EN-VERMANDOIS
8210;8220;HANNOGNE-SAINT-REMY
76322;76120;LE GRAND-QUEVILLY
55363;55160;MOULOTTE
29025;29150;CAST
84018;84570;BLAUVAC
16398;16310;VERNEUIL
2103;2450;BOUE
50168;50220;DUCEY
12296;12490;VIALA-DU-TARN
70050;70190;LA BARRE
62381;62127;GOUY-EN-TERNOIS
31299;31600;LHERM
80207;80560;CONTAY
24290;24440;MONTFERRAND-DU-PERIGORD
42100;42140;LA GIMOND
24444;24400;SAINT-LOUIS-EN-L'ISLE
34056;34120;CASTELNAU-DE-GUERS
55316;55150;MANGIENNES
60444;60220;MUREAUMONT
15077;15230;GOURDIEGES
57371;57480;HAUTE-KONTZ
26225;26750;PARNANS
12076;12320;CONQUES
88126;88390;DARNIEULLES
26292;26170;SAINT-AUBAN-SUR-L'OUVEZE
55362;55700;MOULINS-SAINT-HUBERT
21413;21140;MILLERY
80428;80360;HEM-MONACU
12063;12230;LA CAVALERIE
59283;59138;HARGNIES
53036;53290;BOUERE
26248;26150;PONTAIX
76606;76390;MORIENNE
30237;30500;SAINT-BRES
80769;80300;TREUX
14081;14170;BOISSEY
63462;63330;VIRLET
15046;15700;CHAUSSENAC
46199;46700;MONTCABRIER
51307;51600;JONCHERY-SUR-SUIPPE
59504;59172;ROEULX
2425;2500;LEUZE
45122;45570;DAMPIERRE-EN-BURLY
76508;76280;LA POTERIE-CAP-D'ANTIFER
33529;33260;LA TESTE-DE-BUCH
59450;59360;ORS
22264;22450;LA ROCHE-DERRIEN
48029;48000;LE BORN
58211;58170;POIL
77051;77480;BRAY-SUR-SEINE
34131;34270;LAURET
70111;70240;CALMOUTIER
57134;57160;CHATEL-SAINT-GERMAIN
51233;51310;ESCARDES
77131;77120;COULOMMIERS
87072;87380;GLANGES
8471;8390;VERRIERES
72232;72300;NOTRE-DAME-DU-PE
8061;8240;LA BERLIERE
39397;39270;ORGELET
42037;42600;CHALAIN-D'UZORE
44096;44522;MESANGER
68345;68320;URSCHENHEIM
30344;30310;VERGEZE
95061;95840;BETHEMONT-LA-FORET
63143;63260;EFFIAT
10030;10600;BARBEREY-SAINT-SULPICE
54056;54620;BAZAILLES
21095;21250;BOUSSELANGE
52066;52110;BRACHAY
45086;45480;CHATILLON-LE-ROI
17040;17400;LA BENATE
14120;14240;CAHAGNES
36133;36340;MOUHERS
2520;2220;MONT-NOTRE-DAME
14701;14800;TOURGEVILLE
57286;57480;HALSTROFF
12193;12320;PRUINES
79123;79380;LA FORET-SUR-SEVRE
74169;74460;MARNAZ
54152;54360;DAMELEVIERES
35284;35430;SAINT-JOUAN-DES-GUERETS
56098;56600;LANESTER
21592;21540;SAVIGNY-SOUS-MALAIN
18019;18220;AZY
39023;39160;L'AUBEPIN
86295;86400;VOULEME
52419;52370;RENNEPONT
52004;52230;AINGOULAINCOURT
38266;38770;LA MOTTE-SAINT-MARTIN
81148;81170;LOUBERS
38214;38660;LUMBIN
82093;82500;LARRAZET
74309;74580;VIRY
37079;37150;CIVRAY-DE-TOURAINE
6159;6230;VILLEFRANCHE-SUR-MER
29185;29430;PLOUESCAT
46060;46140;CARNAC-ROUFFIAC
97129;97115;SAINTE-ROSE
60590;60860;SAINT-OMER-EN-CHAUSSEE
11386;11220;TALAIRAN
8347;8370;PUILLY-ET-CHARBEAUX
2330;2760;FRANCILLY-SELENCY
72166;72540;LONGNES
28278;28630;NOGENT-LE-PHAYE
46163;46130;LAVAL-DE-CERE
21184;21360;COLOMBIER
8371;8140;RUBECOURT-ET-LAMECOURT
5163;5160;LE SAUZE-DU-LAC
58073;58500;CHEVROCHES
56085;56170;HOEDIC
7297;7440;SAINT-SYLVESTRE
22044;22400;COETMIEUX
33349;33360;QUINSAC
71374;71390;ROSEY
79281;79410;SAINT-MAXIRE
70249;70800;FRANCALMONT
87129;87400;ROYERES
59016;59380;ARMBOUTS-CAPPEL
13074;13860;PEYROLLES-EN-PROVENCE
89129;89480;CRAIN
32232;32120;MARAVAT
76483;76560;OHERVILLE
43166;43130;SAINT-ANDRE-DE-CHALENCON
19262;19370;SOUDAINE-LAVINADIERE
11105;11300;COURNANEL
21660;21360;VEILLY
67135;67350;ETTENDORF
14216;14620;DAMBLAINVILLE
53170;53300;OISSEAU
45103;45490;CORBEILLES
85233;85210;SAINT-JEAN-DE-BEUGNE
7038;7590;BORNE
64536;64450;THEZE
25263;25240;GELLIN
44012;44760;LA BERNERIE-EN-RETZ
53082;53230;COURBEVEILLE
46156;46090;LAROQUE-DES-ARCS
8404;8190;SAULT-SAINT-REMY
81253;81350;SAINT-GREGOIRE
23089;23350;GENOUILLAC
17179;17100;LES GONDS
1400;1470;SEILLONNAZ
61144;61340;DANCE
85106;85680;LA GUERINIERE
68154;68110;ILLZACH
57384;57660;LANING
27398;27300;MENNEVAL
53124;53200;LAIGNE
86102;86190;FROZES
67364;67150;OSTHOUSE
36233;36600;LA VERNELLE
27274;27440;GAILLARDBOIS-CRESSENVILLE
67188;67190;HEILIGENBERG
42148;42360;MONTCHAL
6125;6470;SAINT-MARTIN-D'ENTRAUNES
46098;46300;FAJOLES
62403;62570;HALLINES
71191;71510;ESSERTENNE
2130;2500;BUCILLY
2011;2290;AMBLENY
34151;34590;MARSILLARGUES
49109;49690;CORON
2B233;20228;PINO
24033;24340;BEAUSSAC
66060;66150;CORSAVY
60339;60510;LAFRAYE
86260;86230;SERIGNY
60045;60810;BARBERY
8304;8170;MONTIGNY-SUR-MEUSE
62654;62231;PEUPLINGUES
34070;34360;CEBAZAN
16409;16240;VILLEFAGNAN
68180;68800;LEIMBACH
77037;77590;BOIS-LE-ROI
26150;26560;IZON-LA-BRUISSE
34313;34230;TRESSAN
58137;58300;LAMENAY-SUR-LOIRE
55002;55400;ABAUCOURT-HAUTECOURT
49234;49390;PARCAY-LES-PINS
29276;29250;SIBIRIL
17326;17520;SAINT-EUGENE
60512;60790;POUILLY
62905;62500;ZUDAUSQUES
10299;10700;POUAN-LES-VALLEES
57136;57320;CHEMERY-LES-DEUX
24319;24310;PAUSSAC-ET-SAINT-VIVIEN
25303;25650;HAUTERIVE-LA-FRESSE
66176;66510;SAINT-HIPPOLYTE
74172;74500;MAXILLY-SUR-LEMAN
61128;61340;COURCERAULT
95353;95560;MAFFLIERS
59257;59249;FROMELLES
10289;10380;PLANCY-L'ABBAYE
48174;48600;SAINT-PAUL-LE-FROID
94079;94350;VILLIERS-SUR-MARNE
59062;59740;BEAURIEUX
55280;55400;LANHERES
68225;68740;MUNCHHOUSE
27350;27770;ILLIERS-L'EVEQUE
60090;60240;BOUCONVILLERS
81038;81600;BRENS
87051;87130;LA CROISILLE-SUR-BRIANCE
80014;80240;AIZECOURT-LE-BAS
2A331;20128;URBALACONE
51599;51380;VAUDEMANGE
82081;82100;LABOURGADE
57613;57930;SAINT-JEAN-DE-BASSEL
73192;73340;LE NOYER
63033;63310;BEAUMONT-LES-RANDAN
32294;32190;MOUREDE
42233;42370;SAINT-HAON-LE-VIEUX
2B347;20242;VEZZANI
54067;54620;BEUVEILLE
10321;10440;LA RIVIERE-DE-CORPS
19041;19150;CHANAC-LES-MINES
57105;57380;BOUSTROFF
68193;68140;LUTTENBACH-PRES-MUNSTER
44107;44850;MOUZEIL
51384;51530;MORANGIS
10198;10320;LIREY
2B304;20244;SAN-LORENZO
27132;27180;CAUGE
33517;33460;SOUSSANS
12267;12170;LA SELVE
54142;54740;CRANTENOY
56049;56920;CROIXANVEC
86217;86230;SAINT-CHRISTOPHE
24113;24390;LA CHAPELLE-SAINT-JEAN
27259;27220;FOUCRAINVILLE
24159;24410;ECHOURGNAC
56034;56340;CARNAC
79189;79400;NANTEUIL
76685;76540;THEROULDEVILLE
16213;16310;MAZEROLLES
84099;84440;ROBION
38204;38930;LALLEY
48087;48270;MALBOUZON
19269;19260;TREIGNAC
76413;76880;MARTIGNY
78470;78125;ORPHIN
